"ID";"target";"eta_df";"multiplic";"shift";"epsilon_df";"meanshift";"strength";"F_id";"pvSet_1";"pvSet_2";"pvSet_3";"pvSet_4";"pvSet_5";"pvSet_6";"pvSet_7";"pvSet_8";"pvSet_9";"pvSet_10";"pvSet_11";"pvSet_12";"pvSet_13";"pvSet_14";"pvSet_15";"pvSet_16";"pvSet_17";"pvSet_18";"pvSet_19";"pvSet_20";"pvSet_21";"pvSet_22";"pvSet_23";"pvSet_24";"pvSet_25";"pvSet_26";"pvSet_27";"pvSet_28";"pvSet_29";"pvSet_30";"pvSet_31"
"i-837940";"Z_4";"5";"product";"FALSE";"50";"1";"0.5";"2";"0.5694";"0.5595";"0.8009";"0.4944";"0.3782";"0.6225";"1.2015";"0.5257";"0.3665";"0.8008";"0.5298";"0.3665";"0.7416";"0.7616";"0.3842";"1.1209";"0.5739";"0.3665";"0.9997";"1.1007";"0.3386";"0.6965";"0.7598";"0.3386";"0.7128";"0.9078";"1.0272";"0.3386";"0.9044";"0.6724";"0.812"
"g-497539";"Z_1";"10";"sum";"TRUE";"3";"2";"0.1";"2";"0.2752";"0.4139";"0.354";"0.3401";"0.4103";"0.4361";"0.2871";"0.3645";"0.1799";"0.5378";"0.4139";"0.4726";"0.2974";"0.4327";"0.1185";"0.4396";"0.4272";"0.3883";"0.2875";"0.2071";"0.3028";"0.4523";"0.6359";"0.3144";"0.1974";"0.431";"0.3782";"0.3858";"0.3829";"0.3782";"0.3752"
"j-113513";"Z_3";"10";"sum";"TRUE";"20";"0";"1";"3";"0.3778";"0.2801";"0.8189";"0.269";"0.4578";"0.9412";"0.909";"0.3304";"0.3117";"0.2411";"0.3512";"0.1105";"0.945";"0.5202";"0.5465";"0.7859";"1.0406";"0.923";"1.0079";"0.605";"0.2322";"0.2855";"0.1371";"0.2204";"0.6236";"0.8114";"0.7746";"0.3286";"0.1717";"0.1745";"0.7546"
"f-873792";"Z_2";"5";"sum";"FALSE";"10";"2";"0";"1";"1.3704";"0.6071";"0.2652";"0.0791";"0.0676";"0.0146";"0.4995";"1.3384";"1.3873";"0.3532";"0.5431";"0.6581";"0.2523";"0.2833";"0.1319";"0.0082";"0.0253";"0.037";"0.7216";"0.7937";"1.3032";"0.3338";"0.3831";"0.6108";"0.4088";"0.0244";"0.0513";"0.0379";"0.5807";"0.392";"0.0483"
"b-717315";"Z_4";"50";"product";"TRUE";"50";"0.5";"10";"4";"0.217";"0.1358";"0.1681";"0.1989";"0.2068";"0.1419";"0.1712";"0.2136";"0.2235";"0.1185";"0.1244";"0.1384";"0.1679";"0.1742";"0.2037";"0.1233";"0.1304";"0.1466";"0.1702";"0.1776";"0.2199";"0.1124";"0.1181";"0.1255";"0.1737";"0.1164";"0.1205";"0.1314";"0.1768";"0.1123";"0.1158"
"q-372349";"Z_1";"20";"product";"TRUE";"2";"0.1";"0";"4";"0.2935";"0.3291";"0.2236";"0.3427";"0.3063";"0.3516";"0.2298";"0.3129";"0.3167";"0.2643";"0.3649";"0.3372";"0.3412";"0.2516";"0.3462";"0.2613";"0.2979";"0.3482";"0.3346";"0.2642";"0.3083";"0.4102";"0.2858";"0.3655";"0.3786";"0.3832";"0.2822";"0.2923";"0.3757";"0.4374";"0.4078"
"c-104910";"Z_3";"100";"product";"TRUE";"3";"0";"5";"2";"0";"0.3818";"0";"0";"0.2272";"0.1291";"0";"0";"0.0503";"1.0647";"0.5046";"0.9423";"0";"0.9083";"0.2457";"0.0038";"0.1602";"0.3935";"0";"0.8487";"0.0584";"0.7623";"0.0047";"0.9191";"0.4212";"0.0039";"0.0158";"0.4385";"0.2935";"8e-04";"0.0105"
"i-276495";"Z_4";"20";"sum";"FALSE";"5";"0.2";"5";"2";"0.247";"0.2518";"0.9171";"0.2457";"0.2598";"0.2505";"1.625";"0.2174";"0.2455";"1.0728";"0.2468";"0.2527";"1.6723";"0.8602";"0.2551";"1.6734";"0.2189";"0.2502";"1.7532";"1.6734";"0.2136";"1.7875";"0.9787";"0.2484";"1.6056";"1.6773";"1.8505";"0.2134";"1.6979";"1.7408";"1.6056"
"j-118072";"Z_3";"10";"product";"TRUE";"10";"0.2";"1";"1";"0.2495";"0.7704";"0.445";"0.1841";"0.0528";"0.3232";"0.3548";"0.2094";"0.0611";"1.1716";"0.2409";"0.0449";"0.4617";"0.0448";"0.0234";"1.0637";"0.34";"0.1461";"0.4208";"0.0548";"0.0275";"1.4572";"0.0467";"0.1767";"0.0238";"1.0146";"0.103";"0.1532";"0.0283";"0.1199";"0.2137"
"x-196332";"Z_5";"50";"sum";"TRUE";"10";"0.1";"0";"1";"1.8777";"1.8176";"1.5794";"1.774";"1.7304";"1.7248";"1.7085";"1.6688";"1.7914";"1.5781";"1.729";"1.9527";"1.2271";"1.1506";"0.3024";"1.6844";"1.5035";"1.9632";"1.3481";"1.2268";"0.5891";"1.2439";"1.1617";"0.4839";"1.4353";"1.3095";"1.1985";"0.6083";"1.36";"1.3767";"1.3244"
"m-926178";"Z_6";"3";"product";"FALSE";"3";"0.5";"1";"2";"0.0073";"0.0079";"0.0797";"0.0469";"0.0049";"0.0062";"0.1027";"0.0453";"0.0053";"0.085";"0.0423";"0.0038";"1.0843";"0.1127";"0.0127";"0.0877";"0.0331";"0.0036";"1.3265";"0.1093";"0.0142";"1.2009";"0.0996";"0.0089";"0.7504";"1.2501";"0.106";"0.0089";"0.8206";"0.7008";"0.6849"
"t-717407";"Z_1";"100";"sum";"FALSE";"3";"0.5";"0.2";"2";"0.6179";"0.6587";"1.311";"1.7821";"0.8958";"0.263";"0.7758";"1.2153";"1.3794";"1.0972";"1.1444";"1.7432";"1.6719";"1.3157";"1.3482";"0.5604";"1.0665";"1.3168";"0.9233";"0.8173";"0.746";"1.3482";"1.6295";"1.2604";"1.5097";"1.0782";"1.3939";"0.9547";"0.6046";"1.7866";"0.7444"
"o-220508";"Z_2";"100";"sum";"TRUE";"20";"1";"5";"3";"0.2238";"3e-04";"3e-04";"3e-04";"5e-04";"0.1503";"0.7008";"0.7675";"0.1799";"3e-04";"3e-04";"4e-04";"3e-04";"5e-04";"5e-04";"0.717";"0.6132";"0.1609";"0.7008";"0.7008";"0.6388";"2e-04";"5e-04";"4e-04";"5e-04";"0.717";"0.7849";"0.6357";"0.6692";"4e-04";"0.7335"
"q-941860";"Z_3";"10";"sum";"FALSE";"100";"10";"1";"3";"0.6847";"0.5852";"0.5484";"0.7878";"0.8179";"0.7207";"0.4622";"0.8579";"0.8567";"0.4717";"0.6102";"1.094";"0.5298";"0.5392";"0.6931";"0.3944";"0.7689";"0.8539";"0.4098";"0.5285";"1.0772";"0.4961";"0.7611";"0.6766";"1.1275";"0.3585";"0.564";"0.8835";"0.8717";"1.088";"0.767"
"e-423330";"Z_2";"50";"sum";"FALSE";"3";"0";"2";"1";"0.6094";"0.0047";"0.0014";"0.0025";"0.0031";"1.16";"0.3168";"0.6094";"0.6874";"0.0072";"0.0048";"0.0011";"0.0012";"0.0016";"0.0018";"0.9999";"1.137";"1.063";"0.5921";"0.8433";"0.6508";"0.0083";"0.0028";"0.0011";"0.0015";"0.9412";"1.0109";"1.0857";"0.8915";"0.0044";"0.9069"
"k-426552";"Z_6";"100";"sum";"TRUE";"20";"0.5";"0.1";"2";"1.5143";"1.6562";"0.3683";"1.349";"1.6952";"1.4894";"0.2628";"0.8059";"1.8836";"0.4564";"1.2714";"1.8727";"0.3799";"0.1686";"0.7701";"0.4381";"0.6846";"1.6827";"0.25";"0.1543";"0.2076";"0.3683";"0.2261";"0.7561";"0.3799";"0.3245";"0.2329";"0.2905";"0.3859";"0.5294";"0.4496"
"u-122958";"Z_1";"10";"product";"TRUE";"100";"0.1";"10";"1";"0.7383";"0.1223";"0.1041";"0.1119";"0.0905";"0.9116";"0.9862";"0.8253";"0.7784";"0.1089";"0.1092";"0.0664";"0.097";"0.095";"0.0903";"0.9213";"0.8789";"0.7636";"1.0018";"0.7826";"0.7043";"0.1033";"0.0746";"0.0982";"0.0936";"0.938";"0.7577";"0.6289";"0.8741";"0.0749";"0.883"
"v-196149";"Z_2";"100";"product";"TRUE";"100";"0";"10";"2";"0.0705";"0";"0";"0";"0";"0.0819";"0.0316";"0.0808";"0.2";"0.7028";"0";"1.343";"0";"0.0011";"0";"0.0667";"0.0873";"0.0635";"0.0309";"0.0892";"0.1886";"0.8325";"1.1957";"1.5044";"0.0014";"0.0966";"0.089";"0.0628";"0.09";"1.3102";"0.0857"
"u-111108";"Z_5";"50";"sum";"TRUE";"100";"2";"2";"1";"0.5975";"0.5997";"0.6221";"0.5763";"0.6012";"0.6008";"0.6347";"0.5779";"0.5947";"0.6291";"0.583";"0.5851";"0.5756";"0.2465";"0.179";"0.6336";"0.5807";"0.5837";"0.5754";"0.6455";"0.1186";"0.5818";"0.6194";"0.1428";"0.1243";"0.585";"0.6431";"0.1186";"0.1186";"0.1243";"0.1243"
"m-516109";"Z_6";"50";"sum";"TRUE";"20";"0";"1";"4";"0.166";"0.1903";"0.1778";"0.2734";"0.1345";"0.2324";"0.1839";"0.3203";"0.1839";"0.2035";"0.3408";"0.1603";"0.2647";"0.1444";"0.2647";"0.2402";"0.4215";"0.2035";"0.3008";"0.1968";"0.3104";"0.3203";"0.1778";"0.2563";"0.2647";"0.397";"0.2105";"0.4091";"0.3104";"0.2563";"0.397"
"j-582053";"Z_4";"3";"sum";"TRUE";"3";"5";"5";"2";"0.0508";"0.0895";"0.0436";"0.025";"0.0521";"0.0535";"0.0373";"0.0107";"0.0404";"0.0414";"0.0237";"0.0508";"0.0319";"0.0756";"0.0895";"0.016";"0.0095";"0.0393";"0.0117";"0.0294";"0.0548";"0.0286";"0.0653";"0.0939";"0.0686";"0.011";"0.0535";"0.0548";"0.0345";"0.0686";"0.1031"
"x-450572";"Z_2";"20";"product";"TRUE";"2";"0.2";"5";"3";"0.6528";"0";"0";"0";"0";"0.3295";"1.2448";"0.4457";"1.3275";"0";"0";"0";"0";"0";"0.0013";"0.1395";"0.3022";"0.0332";"1.0083";"1.3149";"1.0424";"0";"0";"0.0032";"0.026";"0.8673";"0.0149";"0.2157";"0.7092";"0.0351";"0.1924"
"m-152804";"Z_4";"3";"product";"FALSE";"2";"2";"2";"2";"0.3512";"0.3535";"0.6579";"0.472";"0.251";"0.3603";"0.623";"0.471";"0.2005";"0.603";"0.453";"0.1634";"0.891";"0.2617";"0.3539";"0.5577";"0.4725";"0.1403";"0.8734";"0.2236";"0.3149";"0.8772";"0.2498";"0.2598";"0.444";"0.8285";"0.2173";"0.2351";"0.3995";"0.4354";"0.3995"
"l-772746";"Z_1";"2";"sum";"TRUE";"50";"10";"1";"1";"0.4179";"0.2483";"0.7603";"0.1266";"0.1373";"0.1488";"0.5448";"0.4086";"0.2673";"0.4886";"0.1074";"0.1232";"0.6322";"0.1488";"0.1016";"0.5567";"0.3089";"0.1488";"0.5105";"0.4372";"0.1448";"0.6322";"0.4275";"0.0934";"0.2483";"0.5567";"0.4995";"0.1697";"0.5332";"0.2084";"0.6455"
"i-835162";"Z_1";"100";"product";"FALSE";"100";"0.2";"2";"2";"0.2942";"0.9249";"0.3561";"0.2621";"0.2274";"1.0233";"0.4944";"0.3773";"0.3059";"0.9869";"1.0622";"1.0713";"0.4287";"0.3509";"0.2595";"1.0406";"1.251";"1.1438";"0.5973";"0.4906";"0.4962";"1.0983";"1.1444";"1.1509";"0.428";"1.2489";"1.1687";"1.2904";"0.683";"1.2025";"1.2966"
"l-863717";"Z_5";"2";"sum";"FALSE";"50";"10";"1";"2";"0.3338";"0.4172";"0.4106";"0.3301";"0.7435";"1.8554";"0.5805";"0.3375";"0.7372";"0.6358";"0.4506";"0.7513";"0.5732";"0.6085";"0.7419";"1.267";"1.9186";"1.6572";"0.5735";"0.5232";"0.7384";"0.5923";"1.3986";"0.7641";"0.8701";"1.9464";"1.6409";"1.6378";"0.6712";"1.3534";"1.6991"
"h-986294";"Z_5";"20";"sum";"FALSE";"100";"10";"10";"4";"0.0585";"0.0669";"0.0609";"0.0706";"0.0677";"0.0714";"0.0622";"0.0551";"0.0586";"0.0959";"0.0764";"0.0676";"0.1075";"0.0608";"0.0696";"0.0963";"0.0597";"0.0694";"0.0763";"0.0622";"0.0542";"0.1011";"0.096";"0.076";"0.108";"0.0592";"0.097";"0.0607";"0.0756";"0.1058";"0.0626"
"z-810669";"Z_2";"3";"sum";"FALSE";"50";"0.5";"5";"2";"0.7394";"0";"1e-04";"1e-04";"1e-04";"0.0802";"0.4031";"0.773";"0.691";"0";"1e-04";"1e-04";"2e-04";"1e-04";"1e-04";"0.031";"0.0366";"0.084";"0.3095";"0.5152";"0.7116";"0";"1e-04";"1e-04";"3e-04";"0.0391";"0.0911";"0.0386";"0.4272";"2e-04";"0.0411"
"e-236468";"Z_3";"10";"product";"FALSE";"5";"0";"5";"2";"0.6001";"0.1205";"0";"0";"0";"0.459";"0.874";"0.848";"0.3438";"0.1239";"0.1545";"0.008";"0";"1e-04";"0";"0.8226";"0.6001";"0.398";"0.9697";"0.1762";"0.3143";"0.1168";"0.0207";"0.0278";"0";"0.9555";"0.2821";"0.4008";"0.1779";"0.0048";"0.229"
"w-921833";"Z_4";"5";"product";"TRUE";"50";"0.2";"2";"1";"0.5657";"0.4838";"0.2977";"0.5726";"0.001";"1.09";"0.2702";"0.6327";"5e-04";"0.194";"0.5873";"0.2179";"0.5626";"0.724";"0.0034";"0.2266";"1.0412";"0.3037";"0.3644";"0.5613";"0.0118";"0.1648";"0.5862";"0.571";"1.0345";"0.1656";"0.5452";"0.1879";"0.7043";"0.7442";"0.4772"
"p-253321";"Z_3";"20";"sum";"FALSE";"5";"2";"10";"3";"0.6869";"0.9967";"0.1626";"0.6559";"0.9101";"0.1568";"0.1356";"0.6909";"0.3745";"0.1941";"0.4112";"1.1555";"0.1338";"0.1781";"0.1992";"0.1524";"0.1726";"0.2539";"0.1222";"0.1575";"0.2087";"0.1609";"0.1891";"0.2094";"0.1428";"0.1562";"0.147";"0.2195";"0.1346";"0.1617";"0.1511"
"m-502763";"Z_5";"2";"sum";"TRUE";"10";"5";"0.2";"1";"0.8116";"0.8041";"0.8143";"0.7892";"0.2394";"0.8159";"0.8113";"0.7864";"0.2557";"0.8141";"0.7832";"0.1974";"0.8303";"0.6785";"0.4379";"0.8924";"0.8021";"0.5622";"0.8248";"0.9236";"0.0684";"0.8231";"0.8531";"0.1974";"0.8443";"0.8993";"0.9253";"0.2584";"0.9197";"0.9784";"0.9076"
"q-341656";"Z_1";"10";"sum";"TRUE";"5";"5";"5";"2";"0.9936";"0.5523";"0.5102";"0.5189";"0.4845";"1.2444";"0.979";"0.9483";"0.7817";"0.5505";"0.5994";"0.647";"0.4854";"0.4368";"0.4986";"1.2053";"1.2285";"1.1997";"0.9016";"0.7462";"0.9";"0.572";"0.6146";"0.7212";"0.4605";"1.1541";"1.1431";"1.2294";"0.8805";"0.6774";"1.2121"
"x-465504";"Z_2";"50";"product";"FALSE";"20";"5";"10";"2";"0.0715";"0";"0";"0";"0";"0.1144";"0.0614";"0.059";"0.0678";"0";"0";"0";"0";"0";"0";"0.1052";"0.2708";"0.1395";"0.0719";"0.0579";"0.0557";"0";"0";"0";"0";"0.0852";"0.1258";"0.1037";"0.0631";"0";"0.0622"
"d-492030";"Z_2";"50";"product";"TRUE";"3";"5";"0.2";"2";"0.7799";"0.4578";"0.3383";"0.4221";"0.3018";"1.6582";"0.7799";"1.1769";"1.069";"0.5792";"0.1992";"0.4357";"0.3997";"0.3383";"0.3383";"1.6946";"0.7793";"1.6112";"0.7203";"1.4357";"1.0256";"0.2865";"0.4791";"0.2989";"0.3196";"1.1269";"1.6009";"0.9197";"1.4503";"0.586";"1.3808"
"n-149957";"Z_3";"100";"product";"FALSE";"100";"0.2";"0";"1";"0.7567";"0.593";"0.0675";"0.5879";"0.0755";"0.2956";"0.0673";"0.5807";"0.0743";"0.0631";"0.485";"0.0603";"0.0683";"0.0467";"0.04";"0.0309";"0.2549";"0.0364";"0.0679";"0.0461";"0.0401";"0.0652";"0.037";"0.0361";"0.0399";"0.0315";"0.0226";"0.0232";"0.04";"0.0362";"0.0231"
"p-911815";"Z_2";"2";"sum";"TRUE";"50";"5";"0";"3";"0.3828";"0.6209";"0.6662";"0.8262";"0.6662";"0.6209";"0.6662";"0.5915";"0.5781";"0.6209";"0.8179";"0.6209";"0.9344";"0.6662";"0.9385";"0.6209";"0.8179";"0.6662";"1.0402";"0.6662";"1.1249";"0.8179";"0.6662";"0.7141";"0.9537";"0.7646";"0.6662";"0.7141";"1.1357";"0.7141";"0.7646"
"n-831498";"Z_2";"10";"product";"FALSE";"2";"0";"0.2";"4";"0.1977";"0.0413";"0.0407";"0.044";"0.0486";"0.1546";"0.2424";"0.2074";"0.1587";"0.0477";"0.0496";"0.0583";"0.0558";"0.0588";"0.0531";"0.1754";"0.1628";"0.0827";"0.2597";"0.1948";"0.1679";"0.0614";"0.0682";"0.0607";"0.0644";"0.192";"0.0981";"0.0883";"0.2232";"0.0704";"0.1099"
"s-567265";"Z_5";"10";"sum";"TRUE";"100";"0.5";"10";"4";"1.9723";"0.2424";"0.6598";"1.8468";"0.7663";"1.5496";"1.7493";"1.982";"1.1413";"0.2799";"1.214";"0.2253";"1.8892";"0.5391";"1.8709";"1.4775";"1.3997";"1.0149";"1.8709";"1.1455";"1.2272";"1.1981";"0.2468";"1.1667";"1.9185";"1.4473";"1.1285";"0.9686";"1.2285";"1.1513";"1.0893"
"n-825141";"Z_3";"10";"sum";"TRUE";"3";"2";"2";"4";"0.2133";"1.1943";"1.0901";"1.0548";"1.1549";"0.7172";"0.1955";"0.2133";"0.338";"1.2668";"1.0695";"1.1139";"0.9617";"1.004";"1.0845";"1.0366";"0.7688";"0.6685";"0.1955";"0.7182";"0.3116";"0.7839";"1.2413";"0.8694";"0.9288";"0.7934";"1.043";"0.6002";"0.61";"0.8201";"0.831"
"d-553597";"Z_1";"100";"product";"FALSE";"3";"2";"1";"3";"0.1304";"0.0186";"0.0279";"0.0127";"0.0198";"0.2379";"0.168";"0.2584";"0.1053";"0.0245";"0.0095";"0.0213";"0.0186";"0.0251";"0.0121";"0.2703";"0.3888";"0.2289";"0.3256";"0.1304";"0.2359";"0.0141";"0.0252";"0.0111";"0.0172";"0.4639";"0.2534";"0.3537";"0.304";"0.0139";"0.4018"
"i-689924";"Z_5";"20";"sum";"FALSE";"2";"1";"10";"4";"0.5625";"0.5464";"0.5514";"0.5731";"0.4073";"0.541";"0.4702";"0.5591";"0.4235";"0.5239";"0.5538";"0.4022";"0.5574";"0.3928";"0.4152";"0.5147";"0.5442";"0.4191";"0.4635";"0.4096";"0.4272";"0.5299";"0.3805";"0.4098";"0.3952";"0.5147";"0.3962";"0.4233";"0.4105";"0.3852";"0.3967"
"m-829817";"Z_5";"100";"product";"FALSE";"50";"0.1";"10";"3";"0.537";"0.5832";"0.5287";"0.6553";"0.5335";"0.5578";"0.1488";"0.6143";"0.5251";"0.5661";"0.7053";"0.55";"0.6465";"0.5281";"1.0573";"0.028";"0.7089";"0.5321";"0.6227";"0.1131";"0.2092";"0.1801";"0.0684";"0.3129";"1.2164";"0.0382";"0.0193";"0.9319";"0.1961";"0.5167";"0.501"
"o-374468";"Z_6";"100";"product";"TRUE";"3";"2";"0";"2";"0.0708";"0.0632";"0.2593";"0.6388";"0.0213";"0.1159";"0.2656";"0.373";"0.0053";"0.4283";"0.5088";"0.0135";"0.4776";"0.086";"0.2593";"0.5307";"0.4818";"0.0131";"0.5462";"0.0792";"0.0669";"0.467";"0.1357";"0.1429";"0.119";"0.4973";"0.2473";"0.1625";"0.065";"0.1128";"0.1322"
"d-841912";"Z_2";"2";"product";"TRUE";"2";"0.2";"0.1";"3";"0.1445";"0.0229";"0.041";"0.0388";"0.0314";"0.1335";"0.1148";"0.0858";"0.1672";"0.0173";"0.0171";"0.0252";"0.0356";"0.0139";"0.0431";"0.0922";"0.1339";"0.1101";"0.0715";"0.1091";"0.143";"0.0106";"0.009";"0.0185";"0.0134";"0.0832";"0.0639";"0.1077";"0.0775";"0.0071";"0.0606"
"z-537761";"Z_6";"100";"product";"FALSE";"3";"10";"0.5";"2";"0";"0";"0";"0";"0";"0";"0.1604";"0";"0";"1.1675";"0";"0";"0.1052";"0.2716";"0";"1.2287";"0";"0";"0.0293";"0.2219";"0";"0.4175";"0.2327";"0";"0.2564";"0.6916";"0.2536";"0";"0.1149";"0.2053";"0.1106"
